gender,age,customer_type,travel_type,travel_class,flight_distance,departure_delay,arrival_delay,time_convenience,online_booking,checkin_service,online_boarding,gate_location,onboard_service,seat_comfort,legroom_service,cleanliness,food_drink,inflight_service,inflight_wifi_service,inflight_entertainment,baggage_handling,satisfaction
Male,58,Returning,Business,Business,338,8,3,4,5,4,5,5,5,5,5,5,4,5,5,5,5,Satisfied
Male,60,Returning,Business,Business,2765,39,23,5,5,4,5,5,5,4,5,3,3,5,5,5,5,Satisfied
Male,55,Returning,Business,Business,369,0,8,2,2,3,4,2,4,5,4,4,5,4,2,4,4,Satisfied
Female,47,Returning,Business,Business,325,97,101,0,0,3,5,1,2,5,2,4,2,2,0,2,2,Satisfied
Female,34,First-time,Business,Business,370,48,44,2,2,4,2,1,5,3,5,4,4,4,2,4,5,Neutral or Dissatisfied
Male,57,Returning,Business,Business,3232,13,7,3,3,3,5,3,5,5,5,3,2,5,3,5,5,Satisfied
Male,57,Returning,Business,Business,2503,19,18,1,1,5,5,1,4,4,4,5,4,4,1,4,4,Satisfied
Male,25,First-time,Business,Business,325,0,0,0,2,4,2,3,3,3,3,3,3,5,2,3,4,Neutral or Dissatisfied
Female,43,Returning,Business,Business,3927,0,0,1,4,3,4,4,4,5,4,3,2,4,4,4,4,Satisfied
Female,47,First-time,Business,Business,451,4,0,3,3,4,3,3,5,5,3,5,5,5,3,5,5,Neutral or Dissatisfied
Male,40,Returning,Business,Business,3764,3,0,1,1,3,4,1,5,5,5,5,5,5,1,5,5,Satisfied
Female,43,First-time,Business,Business,370,26,32,2,2,5,2,4,4,3,3,3,3,4,2,3,4,Neutral or Dissatisfied
Male,46,Returning,Business,Business,451,35,28,1,1,3,5,1,4,4,5,3,5,4,1,4,4,Satisfied
Female,45,Returning,Business,Business,304,15,3,2,2,5,5,2,3,4,4,4,2,3,2,3,3,Satisfied
Male,58,Returning,Business,Business,370,0,0,2,2,5,4,2,3,5,4,4,3,3,2,3,3,Satisfied
Male,40,Returning,Business,Business,338,17,0,1,1,5,4,1,5,4,5,3,3,5,1,5,5,Satisfied
Male,50,Returning,Business,Business,646,47,47,1,1,4,4,1,4,4,4,3,5,4,1,4,4,Satisfied
Male,26,First-time,Business,Business,621,3,0,5,5,3,4,4,3,3,2,3,3,5,5,3,4,Satisfied
Male,39,Returning,Business,Business,621,74,77,2,2,5,5,2,5,4,5,5,4,5,2,5,5,Satisfied
Male,52,Returning,Business,Business,304,0,2,0,0,3,4,1,4,5,4,4,4,4,0,4,4,Satisfied
Female,48,Returning,Business,Business,621,12,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,Satisfied
Male,34,Returning,Business,Business,3916,1,0,5,5,3,5,5,4,5,4,5,2,4,5,4,4,Satisfied
Female,22,First-time,Business,Business,370,0,0,5,5,3,5,3,4,3,2,4,4,4,5,4,4,Satisfied
Female,51,Returning,Business,Business,2001,2,12,1,1,4,4,1,3,4,4,3,5,3,1,3,3,Satisfied
Female,39,Returning,Business,Business,3689,0,0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Satisfied
Female,43,Returning,Business,Business,369,19,12,3,3,3,4,3,2,5,2,3,3,2,3,2,2,Satisfied
Male,56,Returning,Business,Business,325,6,5,4,4,3,5,4,4,4,4,4,5,4,4,4,4,Satisfied
Male,42,Returning,Business,Business,370,0,2,4,4,4,3,4,1,4,1,1,2,1,1,1,1,Neutral or Dissatisfied
Male,41,Returning,Business,Business,370,61,49,2,2,3,4,2,4,5,4,5,5,4,2,4,4,Satisfied
Male,37,First-time,Business,Business,646,0,0,3,3,4,3,3,3,4,4,4,4,5,3,4,5,Neutral or Dissatisfied
Male,43,Returning,Business,Business,3385,0,0,5,5,4,5,5,4,5,4,3,4,4,5,4,4,Satisfied
Male,37,First-time,Business,Business,647,0,1,3,3,4,3,3,4,3,3,3,3,5,3,3,4,Neutral or Dissatisfied
Male,52,Returning,Business,Business,370,20,18,5,5,3,5,5,5,5,5,4,5,5,5,5,5,Satisfied
Male,34,First-time,Business,Business,647,0,0,4,4,5,4,1,3,2,2,2,2,5,4,2,4,Neutral or Dissatisfied
Female,28,First-time,Business,Business,325,0,0,1,1,3,1,3,3,5,5,5,5,4,1,5,5,Neutral or Dissatisfied
Male,35,Returning,Business,Business,370,10,4,2,2,3,5,2,3,5,3,3,3,3,2,3,3,Satisfied
Female,25,Returning,Business,Business,646,77,76,1,1,4,4,1,4,4,3,4,4,4,1,4,5,Satisfied
Female,29,Returning,Business,Business,3487,93,81,2,3,4,5,2,5,5,4,5,5,5,2,5,5,Satisfied
Male,48,Returning,Business,Business,2384,0,0,4,4,3,5,4,4,5,4,4,3,4,4,4,4,Satisfied
Female,41,First-time,Business,Business,304,31,19,5,5,4,5,3,3,2,4,2,2,4,5,2,4,Satisfied
Female,23,First-time,Business,Economy,338,0,0,0,1,4,1,2,3,3,4,3,3,5,1,3,5,Neutral or Dissatisfied
Male,46,Returning,Business,Business,325,38,36,1,1,4,4,1,5,4,5,3,2,5,1,5,5,Satisfied
Male,43,Returning,Business,Business,646,0,0,2,2,5,4,2,5,4,5,4,5,5,2,5,5,Satisfied
Male,48,Returning,Business,Business,3938,11,5,0,0,3,4,4,4,5,4,4,5,4,0,4,4,Satisfied
Female,23,First-time,Business,Economy,369,0,0,2,2,2,2,4,3,5,4,5,5,3,2,5,3,Neutral or Dissatisfied
Female,55,Returning,Business,Business,370,0,0,1,1,3,5,1,4,5,4,4,3,4,1,4,4,Satisfied
Male,29,First-time,Business,Business,647,12,9,1,1,3,1,2,5,4,3,5,5,4,2,5,4,Neutral or Dissatisfied
Male,44,Returning,Business,Business,651,128,143,1,1,4,4,1,5,4,4,4,4,3,1,5,5,Satisfied
Male,57,Returning,Business,Business,3455,0,0,2,2,4,5,2,4,4,4,3,2,4,2,4,4,Satisfied
Male,45,Returning,Business,Business,3095,20,13,2,2,5,4,2,4,5,4,5,5,4,2,4,4,Satisfied
Male,65,First-time,Business,Business,369,0,0,4,4,4,4,4,3,1,2,1,1,5,4,1,5,Satisfied
Male,40,Returning,Business,Business,2554,44,36,4,3,5,4,4,5,4,5,5,2,5,4,5,5,Satisfied
Female,47,Returning,Business,Business,2461,11,0,5,5,3,5,5,4,4,4,3,4,4,5,4,4,Satisfied
Male,57,Returning,Business,Business,3852,89,75,3,3,4,4,3,4,5,4,3,5,4,3,4,4,Satisfied
Female,22,First-time,Business,Economy,369,17,9,4,2,4,2,3,3,5,4,5,5,5,2,5,4,Neutral or Dissatisfied
Male,55,Returning,Business,Business,3528,0,0,3,3,3,5,3,4,5,4,3,2,4,3,4,4,Satisfied
Female,26,First-time,Business,Business,646,24,17,4,4,4,4,2,5,2,4,2,2,4,4,2,4,Satisfied
Female,57,Returning,Business,Business,621,1,2,2,1,4,5,2,5,5,5,3,3,5,2,5,5,Satisfied
Female,27,First-time,Business,Business,304,18,13,2,2,5,2,5,4,4,3,4,4,5,2,4,4,Neutral or Dissatisfied
Female,35,Returning,Business,Business,3572,154,139,4,4,4,4,4,2,4,5,4,4,3,4,3,4,Satisfied
Male,35,Returning,Business,Economy,369,49,38,5,5,2,1,5,4,1,5,1,1,3,1,1,3,Neutral or Dissatisfied
Female,25,First-time,Business,Business,304,20,12,4,2,5,2,3,3,3,5,3,3,5,2,3,5,Neutral or Dissatisfied
Male,23,First-time,Business,Business,368,15,7,0,5,5,5,3,4,2,5,2,2,5,5,2,4,Satisfied
Female,50,Returning,Business,Business,370,0,0,3,3,3,4,3,5,4,5,3,5,5,3,5,5,Satisfied
Female,56,Returning,Business,Business,369,0,0,3,3,5,5,3,3,4,3,3,2,3,3,3,3,Satisfied
Male,25,First-time,Business,Business,304,38,23,0,3,5,3,2,3,2,4,2,2,4,3,2,5,Neutral or Dissatisfied
Female,43,Returning,Business,Business,3108,0,0,2,2,4,2,2,2,3,2,4,2,2,2,2,2,Neutral or Dissatisfied
Male,50,Returning,Business,Business,1690,0,0,0,0,4,4,3,4,4,4,5,2,4,0,4,4,Satisfied
Male,39,Returning,Business,Business,370,40,35,5,5,5,4,5,5,5,5,3,5,5,5,5,5,Satisfied
Female,42,Returning,Business,Business,338,4,0,5,5,5,5,5,4,5,4,4,4,4,5,4,4,Satisfied
Female,40,Returning,Business,Business,2946,9,3,2,2,5,5,2,4,4,4,4,4,4,2,4,4,Satisfied
Male,57,Returning,Business,Business,3218,37,44,2,1,4,4,1,4,4,4,4,3,4,1,4,4,Satisfied
Female,56,Returning,Business,Business,1531,36,29,3,3,5,5,3,4,4,4,4,4,4,3,4,4,Satisfied
Female,49,Returning,Business,Business,3797,2,2,2,2,4,3,2,3,3,3,2,5,3,3,3,3,Neutral or Dissatisfied
Female,23,First-time,Business,Business,647,31,36,0,4,4,4,1,3,4,2,4,4,5,4,4,5,Satisfied
Male,61,Returning,Business,Economy,304,0,15,2,1,3,2,2,2,1,4,1,1,3,2,1,4,Neutral or Dissatisfied
Female,35,Returning,Business,Business,370,15,5,4,4,4,5,4,4,4,4,3,4,4,4,4,4,Satisfied
Male,52,Returning,Business,Business,621,54,47,2,2,4,4,2,2,4,2,4,2,2,2,2,2,Satisfied
Male,19,Returning,Business,Business,3381,0,0,4,4,3,3,4,4,3,3,3,3,5,4,3,5,Satisfied
Male,26,First-time,Business,Business,304,0,0,0,1,4,1,2,4,1,2,1,1,5,1,1,4,Neutral or Dissatisfied
Female,48,Returning,Business,Business,369,7,0,5,5,3,5,5,4,5,4,3,4,4,5,4,4,Satisfied
Female,44,Returning,Business,Economy,338,57,54,0,0,3,4,4,2,4,1,1,5,2,1,2,2,Neutral or Dissatisfied
Female,55,Returning,Business,Economy,325,2,6,2,2,1,3,2,3,3,2,2,4,3,2,3,3,Neutral or Dissatisfied
Male,45,Returning,Business,Business,3124,139,134,2,2,5,5,2,3,5,5,5,5,5,2,4,4,Satisfied
Male,35,Returning,Business,Economy,369,17,6,4,4,1,4,4,3,4,1,4,4,4,4,4,4,Neutral or Dissatisfied
Female,32,Returning,Business,Business,621,40,30,1,3,1,3,3,3,3,5,3,3,2,3,3,2,Neutral or Dissatisfied
Female,27,First-time,Business,Economy,651,10,7,3,2,2,2,4,1,5,3,5,5,4,2,5,3,Neutral or Dissatisfied
Female,37,Returning,Business,Business,3018,6,9,4,4,4,5,4,4,5,4,3,5,4,4,4,4,Satisfied
Female,52,Returning,Business,Business,338,12,23,0,0,5,5,4,5,5,5,3,2,5,0,5,5,Satisfied
Male,60,Returning,Business,Business,2068,47,31,3,3,2,2,3,2,3,2,4,4,2,2,2,2,Neutral or Dissatisfied
Female,11,Returning,Business,Business,2360,17,16,5,2,1,1,5,4,1,1,1,1,3,1,1,3,Neutral or Dissatisfied
Female,66,First-time,Business,Business,370,3,0,4,4,3,4,1,3,1,4,1,1,4,4,1,4,Satisfied
Male,38,Returning,Business,Business,2531,0,0,3,3,2,3,3,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied
Female,44,Returning,Business,Business,1926,0,1,4,4,5,4,4,4,4,4,5,4,4,4,4,4,Satisfied
Male,39,Returning,Business,Economy,325,0,1,1,2,1,2,1,2,2,4,2,2,3,2,2,3,Neutral or Dissatisfied
Female,24,Returning,Business,Business,3307,42,38,4,4,3,2,4,4,3,2,3,3,3,3,3,3,Neutral or Dissatisfied
Male,53,Returning,Business,Business,2149,0,0,5,1,3,4,5,4,4,4,3,3,4,5,4,4,Satisfied
Male,40,Returning,Business,Business,2587,25,23,3,3,3,5,3,4,4,4,5,5,4,3,4,4,Satisfied
Female,30,Returning,Business,Business,3544,2,6,4,4,4,5,4,4,5,2,5,5,5,4,5,5,Satisfied
Female,45,Returning,Business,Business,3970,4,0,4,2,3,4,2,4,5,4,5,2,4,2,4,4,Satisfied
Male,42,Returning,Business,Business,304,0,0,2,2,5,5,2,5,5,5,4,2,5,2,5,5,Satisfied
Female,40,Returning,Business,Business,3187,0,0,3,3,3,4,3,4,5,4,4,3,4,3,4,4,Satisfied
Male,41,Returning,Business,Business,451,0,0,1,1,3,4,1,2,4,2,4,4,2,1,2,2,Satisfied
Female,40,Returning,Business,Business,2468,9,17,5,4,5,4,5,4,5,4,4,3,4,5,4,4,Satisfied
Male,47,Returning,Business,Business,1718,0,0,2,2,5,5,2,3,5,4,3,3,3,2,3,3,Satisfied
Male,29,First-time,Business,Business,651,23,21,2,2,3,2,1,3,5,4,4,4,5,2,4,5,Neutral or Dissatisfied
Male,37,First-time,Business,Business,621,0,10,1,1,4,1,1,4,5,4,5,5,4,1,5,5,Neutral or Dissatisfied
Male,53,Returning,Business,Business,370,1,13,2,4,5,4,2,4,4,4,4,2,4,2,4,4,Satisfied
Male,59,Returning,Business,Economy,304,4,0,5,5,4,3,5,1,3,1,3,3,3,3,3,3,Neutral or Dissatisfied
Male,46,Returning,Business,Business,621,2,0,3,3,4,5,3,5,4,5,4,3,5,3,5,5,Satisfied
Female,11,Returning,Business,Business,1611,0,0,1,1,3,3,1,4,3,1,3,3,3,3,3,4,Neutral or Dissatisfied
Male,51,Returning,Business,Business,2513,24,2,5,5,3,4,5,4,4,4,4,5,4,5,4,4,Satisfied
Female,35,Returning,Business,Business,1702,0,0,5,5,5,4,5,4,4,4,5,4,4,5,4,4,Satisfied
Male,59,Returning,Business,Business,2641,0,0,0,0,3,5,2,4,4,4,3,3,4,0,4,4,Satisfied
Male,38,Returning,Business,Business,3904,0,0,1,1,4,5,1,4,5,4,4,3,4,1,4,4,Satisfied
Male,33,Returning,Business,Business,3596,0,0,1,1,4,3,1,5,3,3,3,3,4,1,3,5,Satisfied
Female,39,Returning,Business,Business,3706,0,0,0,0,3,4,4,1,4,1,5,5,1,0,1,1,Satisfied
Female,42,Returning,Business,Business,3751,186,188,2,2,4,4,2,2,4,4,4,4,3,2,3,4,Satisfied
Male,39,Returning,Business,Business,621,23,26,2,2,3,5,2,5,4,5,5,3,5,2,5,5,Satisfied
Female,47,Returning,Business,Business,370,19,12,2,2,5,4,2,4,4,4,4,4,4,2,4,4,Satisfied
Male,20,First-time,Business,Economy,370,1,5,2,4,2,4,4,1,1,2,1,1,3,4,1,3,Neutral or Dissatisfied
Female,70,Returning,Business,Economy,370,14,20,3,3,2,2,3,2,2,2,4,4,2,2,2,2,Neutral or Dissatisfied
Male,39,First-time,Business,Business,651,10,0,5,5,5,5,2,5,4,5,4,4,4,5,4,4,Satisfied
Female,45,Returning,Business,Economy,370,91,76,4,4,2,3,4,1,4,1,2,1,1,1,1,1,Neutral or Dissatisfied
Male,48,Returning,Business,Business,369,14,20,5,5,4,4,5,5,5,4,5,4,5,5,5,5,Satisfied
Male,43,Returning,Business,Business,2334,0,0,4,4,3,5,4,4,4,4,3,3,4,4,4,4,Satisfied
Female,57,Returning,Business,Economy,304,0,68,2,2,2,4,2,2,4,2,1,5,2,2,2,2,Neutral or Dissatisfied
Female,41,Returning,Business,Economy,646,53,44,3,3,4,4,3,2,4,2,4,4,3,4,4,4,Neutral or Dissatisfied
Male,53,Returning,Business,Business,2041,3,0,1,3,3,4,3,5,5,5,3,4,5,3,5,5,Satisfied
Male,55,Returning,Business,Business,370,12,14,1,1,5,4,1,4,4,4,4,2,4,1,4,4,Satisfied
Female,65,Returning,Business,Business,325,85,66,4,4,1,4,4,2,3,2,2,1,2,2,2,2,Neutral or Dissatisfied
Female,48,Returning,Business,Business,3178,0,0,0,0,4,5,4,1,4,1,4,4,1,0,1,1,Satisfied
Male,57,Returning,Business,Business,370,0,0,3,3,5,4,3,4,4,4,3,5,4,3,4,4,Satisfied
Female,42,Returning,Business,Business,370,24,22,3,3,4,5,3,4,4,4,5,4,4,3,4,4,Satisfied
Male,48,Returning,Business,Economy,325,0,0,4,4,4,2,4,1,2,2,2,2,4,2,2,3,Neutral or Dissatisfied
Female,9,First-time,Business,Economy,646,76,67,4,1,3,1,3,3,4,3,4,4,3,1,4,4,Neutral or Dissatisfied
Male,57,Returning,Business,Business,370,25,25,5,4,4,3,4,3,3,3,4,4,3,3,3,3,Neutral or Dissatisfied
Male,44,Returning,Business,Business,1873,17,10,4,4,5,5,4,5,5,5,4,4,5,4,5,5,Satisfied
Male,58,Returning,Business,Business,651,83,94,3,4,5,5,4,5,5,4,4,4,5,4,5,5,Satisfied
Male,51,Returning,Business,Economy,621,17,10,1,2,1,4,2,1,4,4,4,4,3,4,4,3,Neutral or Dissatisfied
Female,24,First-time,Business,Business,304,0,0,4,4,4,4,2,3,3,3,3,3,5,4,3,5,Satisfied
Male,23,First-time,Business,Business,370,205,193,5,4,5,1,5,2,5,4,5,4,4,4,3,4,Satisfied
Female,37,Returning,Business,Business,1730,0,0,3,3,3,4,3,4,3,4,3,1,4,4,4,4,Neutral or Dissatisfied
Male,58,Returning,Business,Business,3762,0,0,2,2,4,5,2,5,5,5,5,3,5,2,5,5,Satisfied
Male,22,First-time,Business,Economy,368,5,1,2,1,2,1,3,3,4,4,4,4,3,2,4,4,Neutral or Dissatisfied
Male,47,Returning,Business,Business,2678,0,0,2,1,5,4,2,4,5,4,4,5,4,2,4,4,Satisfied
Male,54,Returning,Business,Business,304,0,3,1,1,3,3,1,3,3,3,4,2,3,3,3,3,Neutral or Dissatisfied
Female,34,First-time,Business,Economy,370,35,30,4,2,3,2,3,2,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
Male,40,Returning,Business,Business,3938,13,0,4,4,3,5,4,4,5,4,5,2,4,4,4,4,Satisfied
Male,51,Returning,Business,Business,2393,0,0,3,3,4,4,3,2,3,2,3,5,2,2,2,2,Neutral or Dissatisfied
Male,28,First-time,Business,Economy,370,17,46,3,3,1,3,4,4,5,1,5,5,4,3,5,3,Neutral or Dissatisfied
Female,48,Returning,Business,Business,3266,2,3,2,2,5,4,2,4,5,4,5,3,4,2,4,4,Satisfied
Male,40,First-time,Business,Business,370,6,0,1,1,5,1,2,3,5,2,4,4,4,1,4,4,Neutral or Dissatisfied
Female,58,Returning,Business,Business,2663,0,0,3,3,3,5,3,5,4,5,5,2,5,3,5,5,Satisfied
Female,55,Returning,Business,Business,451,0,0,1,1,5,4,1,5,5,5,3,5,5,1,5,5,Satisfied
Male,37,First-time,Business,Business,338,5,0,3,3,3,3,5,5,2,5,5,5,4,3,5,5,Neutral or Dissatisfied
Female,45,Returning,Business,Business,621,19,14,3,3,5,4,3,4,5,4,5,4,4,3,4,4,Satisfied
Male,38,Returning,Business,Economy,647,0,0,3,3,1,2,3,2,2,5,2,2,3,2,2,3,Neutral or Dissatisfied
Female,51,Returning,Business,Business,3212,3,0,4,4,5,4,4,5,5,5,5,4,5,4,5,5,Satisfied
Male,52,Returning,Business,Business,451,0,0,4,4,3,3,4,1,3,1,4,2,1,1,1,1,Neutral or Dissatisfied
Female,37,First-time,Business,Economy,325,0,0,1,2,4,2,4,4,3,5,3,3,3,2,3,4,Neutral or Dissatisfied
Female,75,Returning,Business,Business,3876,2,4,3,3,4,2,3,1,2,1,4,3,1,1,1,1,Neutral or Dissatisfied
Male,27,Returning,Business,Business,3481,86,106,5,5,4,2,5,2,2,1,2,2,3,2,2,4,Neutral or Dissatisfied
Male,23,First-time,Business,Economy,304,2,2,3,3,1,3,3,1,2,2,5,5,3,4,5,4,Neutral or Dissatisfied
Female,51,Returning,Business,Business,647,0,0,4,4,3,5,4,3,4,4,5,2,3,4,3,3,Satisfied
Female,26,Returning,Business,Business,3493,0,0,3,3,5,5,3,5,5,4,5,5,5,3,5,5,Satisfied
Male,60,Returning,Business,Business,1706,0,0,1,1,5,5,1,4,4,4,5,4,4,1,4,4,Satisfied
Male,42,Returning,Business,Business,1832,0,0,1,1,3,4,1,4,4,4,5,5,4,1,4,4,Satisfied
Female,27,First-time,Business,Economy,647,85,77,1,3,4,3,4,4,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
Female,24,Returning,Business,Economy,646,21,18,2,3,3,1,3,1,3,5,1,1,3,1,1,3,Neutral or Dissatisfied
Male,25,Returning,Business,Business,651,96,80,5,5,4,2,5,4,2,1,2,2,2,2,2,1,Neutral or Dissatisfied
Male,51,Returning,Business,Business,2246,9,11,4,4,4,4,4,2,3,2,1,3,2,2,2,2,Neutral or Dissatisfied
Male,9,First-time,Business,Economy,651,0,0,4,3,1,3,3,1,1,1,1,1,3,3,1,3,Neutral or Dissatisfied
Male,18,First-time,Business,Economy,338,62,58,3,0,2,0,3,3,5,3,5,5,4,1,5,4,Neutral or Dissatisfied
Male,29,Returning,Business,Economy,338,20,16,3,3,1,2,3,4,2,3,2,2,3,2,2,2,Neutral or Dissatisfied
Female,32,First-time,Business,Economy,451,0,0,1,5,1,5,3,1,3,5,3,3,3,4,3,3,Neutral or Dissatisfied
Male,60,Returning,Business,Economy,338,0,0,3,3,2,1,3,1,1,2,1,1,3,1,1,2,Neutral or Dissatisfied
Male,54,Returning,Business,Business,338,0,7,2,2,2,4,2,3,4,2,3,4,3,3,3,3,Neutral or Dissatisfied
Female,40,First-time,Business,Business,621,0,0,4,4,5,4,3,4,3,5,3,3,4,4,3,5,Satisfied
Female,21,First-time,Business,Business,370,7,9,0,5,4,5,1,3,2,4,2,2,4,5,2,5,Satisfied
Male,57,Returning,Business,Business,1870,20,16,3,2,4,3,3,3,4,3,1,2,3,3,3,3,Neutral or Dissatisfied
Female,46,Returning,Business,Economy,325,5,2,2,2,1,4,2,4,3,4,4,3,4,4,4,4,Neutral or Dissatisfied
Male,56,Returning,Business,Business,2946,76,66,1,1,1,1,1,4,2,4,1,2,4,4,4,4,Neutral or Dissatisfied
Male,54,Returning,Business,Business,304,15,0,2,2,5,5,2,5,5,5,5,2,5,2,5,5,Satisfied
Male,63,Returning,Business,Economy,338,20,10,2,2,1,2,2,2,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
Female,50,Returning,Business,Economy,451,23,11,1,1,3,4,1,4,3,4,2,1,4,4,4,4,Neutral or Dissatisfied
Female,65,Returning,Business,Economy,325,27,16,1,1,3,3,1,3,3,3,2,5,3,3,3,3,Neutral or Dissatisfied
Female,34,Returning,Business,Business,2871,1,23,3,3,3,4,3,3,4,3,3,3,3,3,3,3,Neutral or Dissatisfied
Female,28,First-time,Business,Economy,369,20,11,3,1,4,1,3,1,2,5,2,2,3,1,2,4,Neutral or Dissatisfied
Female,52,Returning,Business,Business,368,0,2,5,5,3,5,5,4,5,4,3,5,4,5,4,4,Satisfied
Female,26,First-time,Business,Economy,646,16,20,3,1,4,1,4,3,3,5,3,3,4,1,3,3,Neutral or Dissatisfied
Female,26,First-time,Business,Economy,621,0,0,1,3,4,3,4,1,1,5,1,1,3,3,1,4,Neutral or Dissatisfied
Female,27,Returning,Business,Business,651,7,1,1,1,5,4,1,5,4,2,4,4,5,1,4,5,Satisfied
Female,16,Returning,Business,Economy,621,32,23,4,4,1,2,4,3,1,3,2,2,3,2,2,4,Neutral or Dissatisfied
Female,26,Returning,Business,Economy,621,0,0,4,4,2,2,4,4,2,3,1,1,3,1,1,3,Neutral or Dissatisfied
Male,21,Returning,Business,Economy,647,0,0,2,2,4,3,2,4,4,5,3,3,4,3,3,4,Neutral or Dissatisfied
Male,51,Returning,Business,Business,1516,4,4,5,2,4,4,5,4,5,4,3,5,4,5,4,4,Satisfied
Male,35,Returning,Business,Economy,370,7,2,3,3,3,1,3,3,1,5,1,1,4,1,1,3,Neutral or Dissatisfied
Male,57,Returning,Business,Economy,304,23,38,3,3,1,1,3,3,1,2,1,1,2,1,1,2,Neutral or Dissatisfied
Female,50,Returning,Business,Business,368,0,0,1,1,5,5,1,4,5,4,5,5,4,1,4,4,Satisfied
Female,44,Returning,Business,Economy,368,51,48,2,4,4,4,2,2,4,2,1,1,2,2,2,2,Neutral or Dissatisfied
Male,59,Returning,Business,Economy,325,23,17,4,4,3,2,4,4,2,2,2,2,3,2,2,3,Neutral or Dissatisfied
Female,34,Returning,Business,Business,1657,7,7,3,3,4,5,3,4,5,4,5,4,4,3,4,4,Satisfied
Female,34,First-time,Business,Business,369,4,0,3,3,5,3,4,4,2,2,3,3,4,3,3,5,Neutral or Dissatisfied
Female,46,Returning,Business,Economy,368,2,7,5,5,3,4,5,2,4,2,4,3,2,2,2,2,Neutral or Dissatisfied
Male,33,Returning,Business,Business,338,20,12,2,3,2,1,2,4,1,3,1,1,3,1,1,3,Neutral or Dissatisfied
Male,24,First-time,Business,Economy,651,22,42,2,2,1,2,4,3,3,3,3,3,4,2,3,4,Neutral or Dissatisfied
Male,60,Returning,Business,Business,370,4,1,1,2,3,3,1,2,3,1,4,1,2,2,2,2,Neutral or Dissatisfied
Female,23,First-time,Business,Economy,651,217,218,1,3,2,2,2,1,2,2,2,3,1,3,4,2,Neutral or Dissatisfied
Female,57,Returning,Business,Business,646,0,0,4,4,5,5,4,5,4,5,3,2,5,4,5,5,Satisfied
Female,45,Returning,Business,Business,3951,17,24,5,5,1,3,5,3,2,3,3,5,3,3,3,3,Neutral or Dissatisfied
Female,36,First-time,Business,Economy,304,8,10,2,2,2,2,2,3,1,3,1,1,3,2,1,2,Neutral or Dissatisfied
Male,19,Returning,Business,Business,2782,0,0,5,5,3,4,5,4,4,5,4,4,5,5,4,4,Satisfied
Female,45,First-time,Business,Economy,304,23,21,4,3,2,3,4,3,2,4,4,4,4,3,4,4,Neutral or Dissatisfied
Female,36,First-time,Business,Economy,451,0,0,4,2,2,2,3,2,2,1,2,2,4,2,2,3,Neutral or Dissatisfied
Male,62,Returning,Business,Business,338,37,19,1,1,4,3,1,1,3,1,2,1,1,1,1,1,Neutral or Dissatisfied
Female,17,Returning,Business,Business,646,5,9,5,5,2,4,5,1,4,3,4,4,3,4,4,2,Neutral or Dissatisfied
Male,27,Returning,Business,Business,2748,17,12,3,4,2,2,3,2,2,4,2,2,1,2,2,2,Neutral or Dissatisfied
Male,22,First-time,Business,Economy,646,21,20,1,4,1,4,3,4,4,3,2,2,4,3,2,4,Neutral or Dissatisfied
Male,45,Returning,Business,Business,3335,6,0,2,4,1,4,4,4,3,4,4,3,4,4,4,4,Satisfied
Female,20,First-time,Business,Economy,338,1,0,3,1,4,1,3,2,3,1,3,3,4,1,3,4,Neutral or Dissatisfied
Male,69,Returning,Business,Business,221,4,0,4,4,5,5,4,5,1,5,5,2,5,4,5,3,Satisfied
Female,39,Returning,Business,Economy,325,117,107,3,3,5,2,3,2,2,2,2,2,4,2,2,1,Satisfied
Female,17,First-time,Business,Economy,338,14,0,4,3,4,3,3,3,4,2,4,4,4,3,4,4,Neutral or Dissatisfied
Female,20,First-time,Business,Economy,370,23,19,2,4,1,4,3,3,2,4,2,2,3,4,2,4,Neutral or Dissatisfied
Male,37,Returning,Business,Business,3652,10,2,2,2,1,2,2,5,2,5,4,5,5,2,5,5,Satisfied
Female,39,Returning,Business,Business,2431,0,0,1,1,4,4,1,4,4,4,3,5,4,4,4,4,Neutral or Dissatisfied
Male,72,Returning,Business,Business,2076,0,0,5,5,3,3,5,3,3,3,4,1,3,5,3,3,Satisfied
Male,42,Returning,Business,Business,2026,0,0,0,0,3,1,4,4,5,4,2,3,4,0,4,4,Satisfied
Female,46,Returning,Business,Business,3703,37,42,3,3,3,4,3,1,3,1,3,2,1,2,1,2,Neutral or Dissatisfied
Male,18,Returning,Business,Business,325,0,1,1,1,5,5,1,3,5,1,5,5,5,1,5,4,Satisfied
Male,77,Returning,Business,Economy,304,0,11,4,4,4,2,4,3,1,3,1,1,4,2,1,3,Neutral or Dissatisfied
Female,56,Returning,Business,Business,368,35,36,5,5,2,3,5,2,3,2,2,5,2,2,2,2,Neutral or Dissatisfied
Male,55,Returning,Business,Business,3732,27,22,4,4,5,5,4,4,4,5,3,2,4,4,4,4,Satisfied
Male,22,Returning,Business,Economy,369,0,0,1,1,5,4,1,1,3,3,4,4,5,4,4,3,Satisfied
